local,dia_semana,hora_dia,eventos_proximos,historico_ocorrencias_7d,iluminacao_ativa_pct,iluminacao_fonte,densidade_pessoas,acao_preventiva_necessaria
Praça De Dona Vilma,1,0,1,6,84.0,sintetica,31,0
Praça Aleixo De Oliveira,0,3,0,11,51.0,sintetica,47,0
Praça Professor Paulo Silveira Do Nascimento,0,9,0,5,30.0,sintetica,41,0
Pracinha De Boa Viagem,5,2,1,2,56.0,sintetica,52,0
Praça Engenho Massangana,0,19,0,11,38.0,sintetica,19,0
Área Central Da Avenida José Américo De Almeida,4,8,0,14,70.0,sintetica,41,0
Parque Doutor Arnaldo Assunção,6,2,1,2,53.0,sintetica,52,0
Av Manoel Gonsalves Da Luz,3,5,0,11,90.0,sintetica,13,0
Praça Quartel General,1,5,0,1,79.0,sintetica,38,0
Praça Do Escorrego,2,22,1,1,72.0,sintetica,54,0
Praça Henrique Café,3,11,0,10,31.0,sintetica,17,0
Praça Morena Ramos,6,22,0,11,81.0,sintetica,94,0
Praça Geraldo Vilas Boas,2,0,0,4,85.0,sintetica,56,0
Praça Abelardo Baltar,3,15,0,10,67.0,sintetica,16,0
Praça Barão De Caiara,0,23,0,10,59.0,sintetica,10,0
Pra Eudora,4,4,0,7,43.0,sintetica,34,0
Praça Dom Vital,6,8,0,5,69.0,sintetica,35,0
Praça Da Comunidade,2,9,1,8,87.0,sintetica,18,0
Praça Chora Menino,6,12,0,10,62.0,sintetica,32,0
Pinto Damásio,3,14,0,4,36.0,sintetica,49,0
Praça Beatriz Pereira Carneiro,4,11,0,9,74.0,sintetica,11,0
Prc Senhor Bartolomeu,6,4,0,3,53.0,sintetica,35,0
Praça Do Salgueiro,2,4,0,8,89.0,sintetica,23,0
Praça Do Heróis Da Restauração,1,17,1,11,79.0,sintetica,53,1
15 De Setembro,3,11,0,9,70.0,sintetica,40,0
Praça Da Rua Riacho Doce,1,2,0,10,96.0,sintetica,35,0
Praça Barão De Caiara,0,6,0,13,92.0,sintetica,58,0
Praça Campo Do Lagoão,1,16,0,4,54.0,sintetica,28,0
Largo Do Holandes,1,18,0,0,53.0,sintetica,47,0
Praça Avenida Professor José Dos Anjos,5,17,0,4,35.0,sintetica,14,0
Praça Da Vtiória,3,0,0,14,37.0,sintetica,15,1
Praça Do Heróis Da Restauração,0,23,1,4,57.0,sintetica,44,0
Praça  João Maurício Campos,1,4,0,4,62.0,sintetica,25,0
Praça 3º Jardim De Boa Viagem,4,1,0,12,51.0,sintetica,40,1
Praça Maria Sampaio Lucena,2,0,0,1,26.0,sintetica,27,0
Praça Das Lolitas,1,6,0,12,65.0,sintetica,23,0
Praça São Benedito Pereira Dos Santos,0,10,0,5,80.0,sintetica,34,0
Praça Irmã Douraci,1,10,0,4,37.0,sintetica,24,0
Praça Herois Da Restauração /Do Buraco,2,17,0,1,90.0,sintetica,35,0
Praça Professor Abdgar Soriano,0,16,1,11,59.0,sintetica,45,1
Praça Dom Bosco,3,1,0,9,97.0,sintetica,20,0
Praça Miguel De Cervantes,0,6,0,14,69.0,sintetica,46,0
Praça Circular Do Alto Jordão,3,6,1,14,24.0,sintetica,50,1
Praça Da Rua Junqueira Freire,0,9,0,13,73.0,sintetica,46,0
Macaxeira,6,21,0,7,77.0,sintetica,85,0
Praça Da Rua Joaquim De Brito,2,20,1,5,41.0,sintetica,27,0
Praca Arlindo Araujo Filho,2,2,0,10,93.0,sintetica,59,0
Praça Alice De Albuquerque,0,11,0,9,98.0,sintetica,29,0
Praça Professor Rutilho,6,2,0,11,57.0,sintetica,11,0
Praça Izabel De Goes,1,10,0,10,68.0,sintetica,35,1
Prc   Rua Augusto Bamberg De Melo,2,11,0,2,20.0,sintetica,32,0
Praça Do Caiara,3,3,0,8,97.0,sintetica,41,0
Praça Joaquim Cardoso/Da Biblioteca,3,15,0,12,55.0,sintetica,22,0
Praça Do Alto Da Serrinha,4,19,0,10,47.0,sintetica,92,1
Praça Da Rua Sargento Rubens Leite,5,17,0,10,54.0,sintetica,26,0
Praça Da Rua José Rodrigues,6,3,1,13,79.0,sintetica,34,1
Praça Da Rua Caxangá Agape,5,21,1,3,81.0,sintetica,87,0
Superintendente João Gonçalves De Souza,5,5,0,2,65.0,sintetica,36,0
Largo Dom Luiz,3,20,1,6,98.0,sintetica,26,0
Praça Frei Cassimiro,4,14,0,11,80.0,sintetica,35,0
Praça Henrique Café,5,0,0,12,84.0,sintetica,47,0
Praça Sitio Grande,5,2,0,14,45.0,sintetica,23,0
Praça Othon Bezerra De Melo,0,4,0,13,54.0,sintetica,23,0
Praça Márcio Codonga,0,21,1,7,76.0,sintetica,21,0
Av Manoel Gonsalves Da Luz,0,16,0,6,98.0,sintetica,14,0
Praça João Pereira Borges,1,13,0,0,82.0,sintetica,46,1
Praça Doutor Pádua Walfrido,5,8,0,0,23.0,sintetica,13,0
Amante  Das Flores,1,2,0,12,98.0,sintetica,38,0
Praça Rio Branco,4,12,0,4,61.0,sintetica,34,0
Praça Memorial Arco Verde,6,2,1,14,64.0,sintetica,54,1
Pra Eudora,3,10,0,13,58.0,sintetica,13,0
A Praça É Nossa,5,1,0,7,84.0,sintetica,59,0
Praça Da Rua Príncipe Da Beira,3,23,0,13,41.0,sintetica,25,0
Praça General Euler Bentes/Da Sudene,6,14,0,9,30.0,sintetica,59,0
Praça Semente Do Amanhã,0,12,0,10,56.0,sintetica,11,0
Praça  João Maurício Campos,5,18,0,2,70.0,sintetica,63,0
Praça Marcantônio Vilaça,2,21,0,7,77.0,sintetica,13,0
Praça  De Campo Grande - Eudoro,1,15,0,2,96.0,sintetica,29,0
Praça Da Rua Arquiteto Luiz Nunes,1,17,1,3,26.0,sintetica,26,0
Praça Nossa Senhora De Fátima,5,6,0,9,27.0,sintetica,15,0
Praça Da Rua José Fernandes Portugal,6,12,0,6,70.0,sintetica,27,0
Horta Comunitária De Casa Amarela,0,3,1,2,42.0,sintetica,29,0
Praça Do Caxanga,1,8,0,3,28.0,sintetica,48,0
Praça Thiago Pepeta,0,9,0,7,65.0,sintetica,54,0
Praça De Boa Viagem,4,8,0,3,57.0,sintetica,50,0
Praça Castro Alves,3,6,0,8,32.0,sintetica,43,1
Praça Rodrigo Cebola,6,14,0,3,26.0,sintetica,49,0
Praça Professor Paulo Silveira Do Nascimento,2,7,0,12,30.0,sintetica,55,0
Praça Da Portelinha,3,18,1,13,93.0,sintetica,33,1
Praça Do Largo Da Ponte Do Motocolombo,3,10,1,3,69.0,sintetica,27,0
Praça Novaes Filho,4,4,0,12,86.0,sintetica,39,0
Praça Engenho Massangana,1,1,0,4,60.0,sintetica,10,0
Praça Do Amor,2,9,1,0,48.0,sintetica,32,0
Jardim América,1,15,0,6,56.0,sintetica,38,0
Praça Do Terço,5,22,0,8,75.0,sintetica,86,0
Praça Da Rua José Fernandes Portugal,3,12,0,11,99.0,sintetica,50,0
Praça Da Rua Arquiteto Luiz Nunes,5,7,1,8,35.0,sintetica,41,0
Praça Pantanal,0,8,0,0,63.0,sintetica,11,1
Praça Da Rua João Guilherme,3,10,0,14,69.0,sintetica,57,0
Praça El Salvador,1,10,0,5,90.0,sintetica,45,0
Praça Isabel Cabral,3,22,1,2,98.0,sintetica,54,0
"R. Vidal De Negreiros,",0,15,0,3,25.0,sintetica,26,0
Praça Maurício De Nassau E Duarte Coelho,4,9,0,7,37.0,sintetica,52,0
Praça Doutor Alberto Wanderley,5,23,0,14,38.0,sintetica,83,1
Praça Phaelante Da Câmara,5,11,0,3,70.0,sintetica,13,0
Largo Da Encruzilhada,1,5,0,7,85.0,sintetica,53,0
Praça Faca Cega,3,11,1,3,22.0,sintetica,43,0
Praça Dom Vital,1,9,0,8,73.0,sintetica,10,0
Praça Do Cacique - Invadida Por Moradores E Comerciantes Da Área,4,17,0,5,68.0,sintetica,32,0
Praça André Antunes,3,17,0,0,47.0,sintetica,15,0
Praça Sena Vila Cardeal E Silva - Areias,3,3,0,12,57.0,sintetica,25,0
Praça Memorial Arco Verde,1,8,0,9,47.0,sintetica,11,0
Praça Rádio Capibaribe,1,6,0,1,51.0,sintetica,55,0
Praça Nova Bettis,0,17,1,6,60.0,sintetica,21,0
Praça Machado De Assis,6,7,0,9,55.0,sintetica,36,0
Praça Do Lixo Ao Luxo,6,10,0,6,55.0,sintetica,28,0
Praca Da Ur6,4,6,0,2,85.0,sintetica,37,0
Praça Professor Barreto Campelo B,6,8,0,0,29.0,sintetica,44,1
Praça Gregório Bezerra,0,7,0,7,89.0,sintetica,52,0
Praça Poço Da Panela,5,2,0,12,91.0,sintetica,13,0
Praça Nova Bettis,3,16,0,12,98.0,sintetica,58,0
Praça Presidente Kennedy,1,1,0,9,82.0,sintetica,58,0
Praça Jules Rimet,3,14,0,13,41.0,sintetica,16,0
Praça Rodrigo Cebola,3,13,0,10,39.0,sintetica,46,0
Praça Da Rua Guarabira,2,17,0,14,52.0,sintetica,34,0
Praça Eça De Queiroz,5,15,1,10,34.0,sintetica,50,1
Praça José Vieira,2,19,0,9,26.0,sintetica,26,0
Praça Do Conjunto Habitacinal Josue Pinto,6,21,1,14,69.0,sintetica,99,1
Praça Todos Os Santos,3,3,0,6,29.0,sintetica,23,0
Praça Doutor Pedro Alves Neto,1,19,0,9,98.0,sintetica,46,0
Praça Ana Lima Brandão,3,5,0,7,56.0,sintetica,11,0
Praça Da Paz,5,5,0,0,78.0,sintetica,33,0
Parque Sítio Da Trindade/Arraial V. Do Bom Jesus,2,10,0,13,94.0,sintetica,24,0
Aritana,1,16,0,2,82.0,sintetica,57,0
Praça Da Rua Joaquim De Brito,3,23,0,12,40.0,sintetica,42,0
Praça Augusto Rodrigues,4,2,0,1,98.0,sintetica,21,0
Praça Ascenço Ferreira,5,12,0,0,98.0,sintetica,28,0
Praça João Rique,5,21,1,4,56.0,sintetica,65,0
Praça Da Rua Pinheiro Machado,4,2,0,2,64.0,sintetica,14,0
Praça Dr Fernando Figueira,3,15,0,9,33.0,sintetica,10,0
Praça Da Alegria,5,14,0,14,62.0,sintetica,52,0
Praça Professor Jeronimo Gueiros,1,10,1,7,52.0,sintetica,18,0
Praça Arquiteta Maria Lucia,3,17,0,5,22.0,sintetica,48,0
Parque Jonathan Marques Da Cunha,3,14,0,9,63.0,sintetica,43,0
Praça Josen Demery Carneiro,2,4,0,13,54.0,sintetica,38,0
Nossa Senhora De Lourdes,5,15,0,8,44.0,sintetica,58,1
Praça Sargento Max Wolf Filho,5,15,0,8,27.0,sintetica,57,0
Praça Visconde De Mauá,4,16,0,10,81.0,sintetica,57,0
Praça Abelardo Baltar,2,8,1,5,37.0,sintetica,55,0
Praça Do Berardo,6,22,1,1,47.0,sintetica,94,1
Praça Da Juventude,2,2,0,8,94.0,sintetica,28,0
Av Manoel Gonsalves Da Luz,5,19,1,1,31.0,sintetica,73,0
Parque Sítio Da Trindade/Arraial V. Do Bom Jesus,3,12,0,2,83.0,sintetica,44,0
Campo Do Imperio,2,21,1,5,21.0,sintetica,49,0
Praça Da Rua Riacho Doce,4,2,0,1,78.0,sintetica,57,0
Praça Othon Bezerra De Melo,2,6,0,4,56.0,sintetica,31,0
Praça Compositor Antônio Maria,4,5,1,1,23.0,sintetica,13,0
Praça Jornalista Otávio Sarmento Cardoso/Coliseu,6,8,1,11,60.0,sintetica,17,1
Praça Do Cajueiro,2,11,0,3,64.0,sintetica,10,0
Horta Comunitária De Casa Amarela,4,14,0,14,53.0,sintetica,45,0
Praça Do Rosarinho,2,20,0,10,32.0,sintetica,16,0
Praça Da Igreja,6,19,1,10,26.0,sintetica,71,1
Praça Luiz Inácio Pessoa De Mello,2,2,0,2,51.0,sintetica,38,0
Praca Esmeralda,1,9,0,4,42.0,sintetica,10,0
Praça Ana Lima Brandão,4,0,0,5,68.0,sintetica,27,0
Praça Luiz Gonzaga,6,18,0,12,91.0,sintetica,91,0
Praça São Francisco/Amante Das Flores,4,18,0,6,66.0,sintetica,71,0
Praça Nova Esperança,4,22,0,9,56.0,sintetica,94,1
Praça De Boa Viagem,0,22,0,7,67.0,sintetica,17,0
Praça João Felipe Santiago,6,12,0,8,48.0,sintetica,36,0
Praça Thyago Fausto,2,11,0,13,56.0,sintetica,59,0
Praça De Campo Grande,4,0,0,3,42.0,sintetica,48,0
Praça Do Trabalho,5,18,0,3,57.0,sintetica,71,0
Praça Da Rua Jatobá,0,23,0,6,63.0,sintetica,34,1
Praça Rodrigo Cebola,1,15,0,11,24.0,sintetica,23,0
Praça Do Iml,4,22,0,14,71.0,sintetica,88,0
Praça Da Morena,4,22,0,9,59.0,sintetica,72,0
Praça Da Avenida Da Recuperação,0,14,0,9,30.0,sintetica,49,0
Praça Alfredo Pinto,2,15,0,10,97.0,sintetica,40,0
Praça Maria Vitalina Gonçalves Da Rocha,5,10,0,8,21.0,sintetica,14,0
Praça Das Flores,1,23,1,10,54.0,sintetica,26,1
Praça La Coruna,4,5,0,1,64.0,sintetica,19,0
Praça Coronel Silva Torres,2,10,1,12,68.0,sintetica,52,1
Praça João Miguel De Souza Junior,6,2,0,10,54.0,sintetica,25,0
Praça Lins Do Rego/Dos Brotos,5,14,1,5,91.0,sintetica,57,0
Praça João Pessoa De Queiroz,6,0,0,9,51.0,sintetica,13,0
Praça Cordilandia,5,6,0,9,87.0,sintetica,14,0
Praça Virgilio De Oliveira,1,0,1,7,90.0,sintetica,51,0
Praça Getulio Vargas,3,16,0,12,58.0,sintetica,55,0
Praça Franco Gomes Coutinho,5,8,0,4,67.0,sintetica,50,0
"R. Vidal De Negreiros,",3,22,0,4,56.0,sintetica,59,0
Praça Dalva De Oliveira,6,12,1,7,79.0,sintetica,29,0
Praça Neta Araujo,5,10,0,0,93.0,sintetica,15,0
Praça Da Rua Elza Leal Wanderley,1,19,0,5,23.0,sintetica,20,0
Praça Da Rua Caxangá Agape,0,5,0,9,42.0,sintetica,26,0
Praça Coronel Silva Torres,1,0,0,12,33.0,sintetica,50,0
Praça Riacho Doce,1,6,0,8,24.0,sintetica,12,0
Praça Ministro João Gonçalves De Souza,0,11,0,11,85.0,sintetica,25,0
Praça Neta Araujo,0,21,1,5,43.0,sintetica,45,0
Eudoro Correia,2,19,0,14,37.0,sintetica,35,0
Praça Vereador Carlos Duarte,5,22,0,6,46.0,sintetica,99,1
Praça Do Bongi,6,18,0,3,43.0,sintetica,74,0
Praça Rita Coelho Em Cavaleiro,2,16,0,11,48.0,sintetica,43,0
Praça Vinte De Julho,0,3,0,9,30.0,sintetica,29,0
Praça Ministro João Gonçalves De Souza,3,2,0,0,37.0,sintetica,26,0
Praça Estação Macaco,6,0,0,8,23.0,sintetica,29,0
Praça Da Rua Rosa M. De Melo,3,17,0,11,52.0,sintetica,25,0
Praça Largo De Monte Verde,1,20,0,5,97.0,sintetica,58,0
Praça Herois Da Restauração /Do Buraco,4,14,0,2,61.0,sintetica,13,0
Praça Simão Borba,1,7,0,3,51.0,sintetica,27,0
Praça Campo De Pelada Carlos Rios,1,0,0,9,70.0,sintetica,45,0
Praça Virgilio De Oliveira,4,19,0,11,23.0,sintetica,98,1
Praça Professor Barreto Campelo B,5,13,0,5,39.0,sintetica,39,0
Praça Novaes Filho,0,3,1,5,86.0,sintetica,27,0
15 De Setembro,3,4,0,11,87.0,sintetica,30,0
Praça Do Terminal Da Guabiraba,1,22,0,8,81.0,sintetica,41,0
Praça Palminha / Próximo Ao Núcleo Policial / Padaria Flor Do Ibura,4,12,0,3,77.0,sintetica,14,1
Praça João Rique,2,23,1,4,66.0,sintetica,50,0
Praça Saturnino De Brito,1,14,0,4,94.0,sintetica,32,0
Praça Marcantônio Vilaça,3,5,1,2,99.0,sintetica,39,0
Praça Cristo Rei,0,0,0,1,78.0,sintetica,36,0
Praca Mauriceia,1,22,1,7,25.0,sintetica,24,0
Praça Da Vila Teimosinho,1,18,0,9,59.0,sintetica,50,0
Praça Do Iml,5,12,0,14,96.0,sintetica,23,0
Parque Jonathan Marques Da Cunha,4,5,0,8,42.0,sintetica,30,0
Praça Da Quadra,2,14,1,9,71.0,sintetica,43,1
Praça Professor Agamenon Magalhães,2,15,0,10,23.0,sintetica,35,0
Parque Treze De Maio,6,23,0,12,56.0,sintetica,99,1
Praça Infantil John F. Kennedy,0,22,0,8,61.0,sintetica,59,0
Praça Infantil John F. Kennedy,6,15,0,13,63.0,sintetica,54,0
Praça Luiz Americo Willians,3,9,0,4,61.0,sintetica,40,0
Praça Da Rua Leonardo Da Vinci,0,21,0,10,48.0,sintetica,57,0
Praça João Felipe Santiago,1,8,0,8,38.0,sintetica,15,0
Praça Vila Do Moinho Recife,1,8,1,3,51.0,sintetica,57,0
Praça Professor Jeronimo Gueiros,2,16,0,1,63.0,sintetica,13,0
Praça Ulisses Leon De Oliveira,3,16,0,2,74.0,sintetica,33,1
Barreirão,4,16,0,0,99.0,sintetica,51,0
Praça Jornalista Otávio Sarmento Cardoso/Coliseu,3,23,1,4,24.0,sintetica,40,0
Praça Rádio Capibaribe,1,11,0,0,65.0,sintetica,28,0
Praça Dom Vital,4,12,0,11,95.0,sintetica,20,0
Praça Gustavo Barrozo,3,11,1,10,64.0,sintetica,38,1
Praça Adulccio Júnior,3,13,0,0,40.0,sintetica,14,0
Praça Da Lagoa Encantada,4,9,0,13,97.0,sintetica,27,0
Praça Do Terminal Da Guabiraba,1,22,0,10,41.0,sintetica,12,1
Praça São Francisco/Amante Das Flores,3,18,1,10,49.0,sintetica,49,1
Praça Robert Kennedy/Da Juventude,4,1,0,12,42.0,sintetica,20,0
Praça Do Bongi,5,3,0,6,24.0,sintetica,30,0
Praça Faca Cega,5,18,0,1,82.0,sintetica,86,0
Bruno Soares Claudina Da Silva,1,6,0,14,78.0,sintetica,28,0
Praça Rafael De Oliveira Alves,4,14,1,7,71.0,sintetica,34,0
Praça Visconde De Mauá,5,14,0,5,84.0,sintetica,44,0
Praça Do Jacaré,4,23,0,3,58.0,sintetica,65,0
Praça Professor Coelho De Almeida,3,5,1,8,22.0,sintetica,56,0
Wilma Damasceno,1,2,0,14,61.0,sintetica,35,0
Praça Da Criança Alexandra Vilma Dias,5,5,0,9,90.0,sintetica,57,0
Praça Professor Barreto Campello,6,15,1,7,46.0,sintetica,14,0
Praça Gonçalo Leitão,3,1,0,12,47.0,sintetica,28,0
Praça Maciel Pinheiro,6,6,0,9,73.0,sintetica,36,0
Praça Presidente Kennedy,6,10,0,2,34.0,sintetica,47,0
Praça Da Rua Joaquim De Brito,0,6,0,2,72.0,sintetica,38,0
Praça Getulio Vargas,0,3,1,3,91.0,sintetica,21,0
Praça Do Jacaré,1,23,0,13,89.0,sintetica,28,0
Praça André Antunes,5,19,0,8,23.0,sintetica,96,1
Praça Silva Jardim,5,6,0,8,36.0,sintetica,27,0
Praça Do Pirulito,5,3,0,4,53.0,sintetica,38,0
Praça São Francisco/Amante Das Flores,4,11,1,11,25.0,sintetica,12,1
Praça Do Caixito,3,4,0,8,55.0,sintetica,32,1
Praca General Carlos Pinto,5,22,1,5,58.0,sintetica,62,0
Praça Frei Cassimiro,3,18,0,7,99.0,sintetica,55,0
Praça André Antunes,1,4,0,10,85.0,sintetica,33,0
Praça Solange Pinto Melo,6,18,0,7,27.0,sintetica,85,1
Pracinha Das Crianças,5,20,1,11,34.0,sintetica,61,1
Parque Dona Lindu,1,2,0,9,82.0,sintetica,13,0
Praça Elvira Andrade De Souza,5,10,0,14,99.0,sintetica,37,0
Praça Novaes Filho,0,6,0,6,84.0,sintetica,25,0
Praça Otávio De Freitas,2,16,0,3,78.0,sintetica,22,0
Prc Senhor Bartolomeu,1,8,0,3,29.0,sintetica,17,0
Praça Mercado Municipal Da Ur-5,5,20,1,5,26.0,sintetica,95,1
Praça Da Rua Abc,2,8,0,13,93.0,sintetica,34,0
Praça Vila 27 De Abril,1,9,0,8,95.0,sintetica,11,0
Praça Do Pirulito,4,12,0,6,31.0,sintetica,39,0
Praça  João Maurício Campos,5,14,0,4,98.0,sintetica,49,0
Praça Quartel General,4,21,0,4,65.0,sintetica,86,0
Praça Da Restauração,0,4,0,7,51.0,sintetica,32,0
Trevo Da Ur2,5,2,0,5,51.0,sintetica,38,0
Praça Silva Jardim,6,7,0,0,97.0,sintetica,50,0
Praça Marcantônio Vilaça,0,19,0,0,80.0,sintetica,39,0
Praça Da  Singapura,2,9,0,8,88.0,sintetica,20,0
Praça Ana Lima Brandão,1,12,0,7,80.0,sintetica,30,0
Área Central Da Avenida José Américo De Almeida,3,2,0,5,65.0,sintetica,36,0
Glaucineide Ferraz Da Silva,0,21,0,12,87.0,sintetica,33,1
Praça Campo Do Lagoão,3,7,0,0,74.0,sintetica,40,0
Praça Arco Íris,3,8,0,13,20.0,sintetica,39,0
Praça Do Sargento,1,21,0,1,96.0,sintetica,10,1
Praça Dom Vital,2,20,0,9,86.0,sintetica,10,0
Praça 3º Jardim De Boa Viagem,1,11,0,2,68.0,sintetica,17,0
Nossa Senhora De Lourdes,5,10,0,9,44.0,sintetica,57,0
Praca Mauriceia,0,1,1,11,35.0,sintetica,51,1
Praça Da Avenida General San Martin,3,17,0,2,32.0,sintetica,43,0
Praca Mauriceia,1,8,0,1,71.0,sintetica,25,0
Praça Antônio Luiz,1,1,1,11,55.0,sintetica,36,1
Praça Da Rua Jatobá,1,1,0,1,91.0,sintetica,13,0
Praça Engenho Massangana,0,2,0,5,63.0,sintetica,28,0
Praça Da Biblia,2,15,0,6,66.0,sintetica,38,0
Praça Casarão Alto Do Ceu,6,18,0,3,99.0,sintetica,68,0
Praça Do Cajueiro,1,3,0,0,95.0,sintetica,12,0
Praça Do Berardo,0,22,0,5,39.0,sintetica,20,0
Praça Professor Calazans,3,17,0,6,37.0,sintetica,17,0
Praça Centro Campo Grande,5,19,0,3,73.0,sintetica,93,0
Praça Sítio Das Palmeiras,6,17,0,5,31.0,sintetica,42,0
Praça Luiz Albacora,4,9,0,8,44.0,sintetica,17,0
Praça Francisco Apolônio Jorge Sales,6,10,0,3,79.0,sintetica,34,0
Praça Do Rosarinho,6,16,0,11,94.0,sintetica,33,0
Praça Professor Ageu Magalhães,0,23,0,14,53.0,sintetica,35,0
Praça Largo Dona Regina,4,22,0,13,32.0,sintetica,74,0
Praça Sementes Do Amanhã,1,23,0,9,57.0,sintetica,26,0
Praça Professor Coelho De Almeida,1,19,0,3,31.0,sintetica,36,0
Praça Thyago Fausto,6,15,1,9,55.0,sintetica,38,1
Praça Professor Coelho De Almeida,0,19,1,11,47.0,sintetica,52,1
Praça Profeta Joseph Smith,4,12,0,4,58.0,sintetica,48,0
Praça Da Cavalaria,1,1,0,2,96.0,sintetica,18,0
Praça Do Anfiteatro,3,23,0,9,62.0,sintetica,23,0
Praça Bambu,2,1,0,1,50.0,sintetica,14,0
"R. Vidal De Negreiros,",2,13,1,14,21.0,sintetica,59,1
Praça De Dona Vilma,1,3,0,8,61.0,sintetica,39,1
Praça Irmã Douraci,4,16,1,12,50.0,sintetica,37,1
Praça Da Rua Tristão Da Cunha,5,12,0,0,80.0,sintetica,54,0
Praça Do Rosário,1,3,0,4,75.0,sintetica,46,0
Praça Treze De Junho,5,2,0,4,33.0,sintetica,17,0
Praça Dalva De Oliveira,5,11,0,7,33.0,sintetica,24,0
Praça Sebastião Malta,4,21,0,5,48.0,sintetica,87,1
Praça La Coruna,5,22,0,5,69.0,sintetica,88,0
Praça Jacarezinho,3,7,0,5,69.0,sintetica,42,0
Praça Phaelante Da Câmara,4,1,0,3,82.0,sintetica,15,0
Praça Joaquim Cardoso/Da Biblioteca,1,5,0,14,92.0,sintetica,21,0
Praça Santa Lucia,6,21,0,0,84.0,sintetica,98,0
Praça Gonçalo Leitão,3,9,1,2,87.0,sintetica,54,0
Praça Neta Araujo,0,11,0,12,90.0,sintetica,37,0
Praça Da Rua Arquiteto Luiz Nunes,2,20,0,12,30.0,sintetica,16,0
Praça Almirante Do Forte,1,9,1,14,33.0,sintetica,50,1
Praça Odília Freire Dos Santos,1,9,0,9,22.0,sintetica,10,0
Praça Rádio Jornal Do Comércio,1,22,0,11,27.0,sintetica,33,1
Praça La Coruna,3,2,1,10,62.0,sintetica,54,1
Praça Da Igreja Nossa Senhora De Fatima,0,19,0,5,28.0,sintetica,28,0
Praça Doutor Alberto Wanderley,6,9,0,4,38.0,sintetica,41,0
Praça Clotilde Machado,4,8,0,9,31.0,sintetica,39,0
Praça Eduardo Cardoso/Gregório Albuquerque,0,19,0,0,46.0,sintetica,10,0
Praça De Boa Viagem,3,18,0,4,77.0,sintetica,41,0
Praça Da Rua Guarabira,1,13,1,1,44.0,sintetica,29,0
Praça Professor Calazans,2,1,0,0,64.0,sintetica,30,0
Praça Do Comar,1,4,0,3,67.0,sintetica,28,0
Praça Da Mentira,4,19,0,5,69.0,sintetica,86,0
Praça Othon Bezerra De Melo,5,7,0,6,63.0,sintetica,59,0
Praça Machado De Assis,2,6,1,8,78.0,sintetica,37,0
Praça Da Rua Pinheiro Machado,1,5,0,4,52.0,sintetica,41,0
Praça Arsenal Da Marinha,6,10,1,7,97.0,sintetica,39,0
Praça Da Travessa José Leite,2,11,0,7,47.0,sintetica,32,1
Praça Heiji Gemba,5,17,0,10,37.0,sintetica,36,0
Praça Izabel De Goes,0,18,1,8,74.0,sintetica,46,0
Praça Dos Pneus,3,9,1,2,52.0,sintetica,35,0
Domingos Gilvaneti,1,20,1,2,34.0,sintetica,12,0
Praça Dom José Pereira Alves,4,13,0,8,80.0,sintetica,40,0
Praça Do Comar,0,2,0,6,30.0,sintetica,11,0
Praça Barão Da Soledade,1,17,0,14,55.0,sintetica,19,0
Praça Do Iml,0,23,1,3,34.0,sintetica,47,0
Praça Do Entrocamento,4,14,0,14,72.0,sintetica,28,0
Praça João Pessoa De Queiroz,1,5,0,0,81.0,sintetica,40,0
Praça Pinto Damaso,5,9,0,6,67.0,sintetica,38,0
Praça Marcelino Champagnat,5,11,0,9,34.0,sintetica,34,0
Praça Esperança,4,6,1,5,82.0,sintetica,41,0
Praça Profeta Joseph Smith,2,16,0,2,62.0,sintetica,26,0
Aritana,4,0,0,13,69.0,sintetica,54,0
Praça Rádio Capibaribe,2,17,0,4,79.0,sintetica,58,0
Praça Da Av. Do Forte,1,14,0,2,78.0,sintetica,32,1
Praça Professor Calazans,2,18,0,7,34.0,sintetica,27,0
Praça Dona Elizabeth,1,0,0,4,48.0,sintetica,20,0
"R. Vidal De Negreiros,",1,4,0,9,94.0,sintetica,29,0
Travessa Tiradentes,6,14,0,9,59.0,sintetica,22,0
Praça  Marciel Pinheiro,3,2,0,5,50.0,sintetica,33,0
Praça Da Rua José Rodrigues,1,0,0,1,92.0,sintetica,52,0
Praça Professor Jeronimo Gueiros,2,7,0,7,30.0,sintetica,29,0
Praça Filonila Ferreira,3,11,0,8,81.0,sintetica,51,0
Praça São Francisco/Amante Das Flores,3,21,0,2,94.0,sintetica,37,0
Praça Rádio Jornal Do Comércio,1,18,0,12,27.0,sintetica,44,0
Praça Doutor Pádua Walfrido,4,11,1,14,70.0,sintetica,30,1
Praça Maria Sampaio Lucena,4,12,0,5,76.0,sintetica,15,0
Praça Tamarindo,5,0,0,5,23.0,sintetica,16,0
Largo Da Encruzilhada,3,18,1,1,55.0,sintetica,38,0
Praça Da Av. Do Forte,1,5,0,9,38.0,sintetica,32,0
Praça Da Rua Da Aurora,6,7,1,7,43.0,sintetica,14,0
Praça André Antunes,4,3,0,4,60.0,sintetica,31,0
Praça Da Rua Caxangá Agape,6,4,1,10,68.0,sintetica,18,1
Praça Da Igreja,1,21,1,10,65.0,sintetica,41,1
Praça Sena Vila Cardeal E Silva - Areias,1,6,0,7,55.0,sintetica,19,0
Praça Ana Lima Brandão,3,22,0,13,29.0,sintetica,55,0
Praça Da Igreja Nossa Senhora De Fatima,6,3,0,12,97.0,sintetica,52,0
